customer,type,number,date,due_date,payment_terms,purchase_order,currency,total,amount_paid,balance,ship_to.name,notes,terms,item,description,quantity,unit_cost,discount,tax,shipping,item_date,item_reference,payment,amount_refunded
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP 72 Gray and Photo Black DesignJet Printhead – C9380A",,1,350000,0,63000,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP 72 Matte Black and Yellow DesignJet Printhead – C9384A",,1,350000,0,63000,0,,,,
"TANZANIA LAND TENURE ASSISTANCE,",invoice,TLTA/005.025,"Aug 16, 2025",,,152-091-435,TZS,5062200,0,5062200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"Coated Paper – AO (Substance: 120 g/m², Size: 1067mm (42"") × 30m)",,2,450000,0,162000,0,,,,
"Tanzania Shipping Agency Corporation (TASAC)",invoice,TASAC/TX/00125,"Feb 25, 2025",,,152-091-435,TZS,7080000,0,7080000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"PRINTING TASAC QUALITY POLICY","Size: A2
Material: High Quality POP",30,30000,0,162000,0,,,,
"Tanzania Shipping Agency Corporation (TASAC)",invoice,TASAC/TX/00125,"Feb 25, 2025",,,152-091-435,TZS,7080000,0,7080000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"SNAP FRAME","Size: A2 (42cm x 54.5)",30,170000,0,918000,0,,,,
"ICR INVESTMENT TRADERS",invoice,IIT/001/2024,"Aug 7, 2024",,,,TZS,223020,0,223020,,"BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
ACCOUNT NUMBER : USD 9120002464436
SWIFT CODE : SBICTZTX",,"Photocopy paper a4",,5,12000,0,10800,0,,,,
"ICR INVESTMENT TRADERS",invoice,IIT/001/2024,"Aug 7, 2024",,,,TZS,223020,0,223020,,"BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
ACCOUNT NUMBER : USD 9120002464436
SWIFT CODE : SBICTZTX",,"Box file",,10,5000,0,9000,0,,,,
"ICR INVESTMENT TRADERS",invoice,IIT/001/2024,"Aug 7, 2024",,,,TZS,223020,0,223020,,"BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
ACCOUNT NUMBER : USD 9120002464436
SWIFT CODE : SBICTZTX",,"Stapple pins",,2,2000,0,720,0,,,,
"ICR INVESTMENT TRADERS",invoice,IIT/001/2024,"Aug 7, 2024",,,,TZS,223020,0,223020,,"BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
ACCOUNT NUMBER : USD 9120002464436
SWIFT CODE : SBICTZTX",,"Canon IR2520 Catridge",,1,55000,0,9900,0,,,,
"ICR INVESTMENT TRADERS",invoice,IIT/001/2024,"Aug 7, 2024",,,,TZS,223020,0,223020,,"BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
ACCOUNT NUMBER : USD 9120002464436
SWIFT CODE : SBICTZTX",,"Envelop A4 bundle (50pcs)",,2,10000,0,3600,0,,,,
"AMTEC CONSULTING",invoice,ATCL/001.2026,"May 21, 2025",,,152-091-435,TZS,2655000,0,2655000,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200

MIX BY YAS LIPA NO: 44125355",,"AMTEC OUTDOORS SIGNAGES","Size: @3.57sqm
Material: Vinyl Canvas
Printing: UV printing",8,250000,0,360000,0,,,,
"AMTEC CONSULTING",invoice,ATCL/001.2026,"May 21, 2025",,,152-091-435,TZS,2655000,0,2655000,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200

MIX BY YAS LIPA NO: 44125355",,"LABOR CHAGES AND FIXING",,1,250000,0,45000,0,,,,
"TINEVIMBO LOGISTICS ",invoice,TL/001/24,"Aug 5, 2024",,,,TZS,354000,150000,204000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"DOMAIN REGISTRATION",www.tinevimbologistics.co.tz,1,25000,0,4500,0,,,,
"TINEVIMBO LOGISTICS ",invoice,TL/001/24,"Aug 5, 2024",,,,TZS,354000,150000,204000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,HOSTING,"SSD Storage - 1 GB
CPU 1 Core - 2.3 Ghz
RAM - 1 GB
Websites Hosted - 1
Bandwith - Unlimited
EMail Address - Unlimited
PHP, Node.js, Python - Yes",1,100000,0,18000,0,,,,
"TINEVIMBO LOGISTICS ",invoice,TL/001/24,"Aug 5, 2024",,,,TZS,354000,150000,204000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"TINEVIMBO LOGISTICS WEBSITE DESIGN","Platform - WordPress
Script - PHP",1,175000,0,31500,0,,,,
"TINEVIMBO LOGISTICS ",invoice,TL/001/24,"Aug 5, 2024",,,,TZS,354000,150000,204000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"CMS TRAINING",,1,0,0,0,0,,,,
"HORTECH TANZANIA LIMITED",invoice,HTL/001/24,"Jul 30, 2024",,,,TZS,330000,0,330000,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,Flyers,,600,250,0,0,0,,,,
"HORTECH TANZANIA LIMITED",invoice,HTL/001/24,"Jul 30, 2024",,,,TZS,330000,0,330000,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Rollup Banner",,1,180000,0,0,0,,,,
"Soft Finance LTD",invoice,SFL/001.025,"Nov 26, 2025",,,,USD,236,0,236,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"SOFTFINANCE GOOGLE BUSINESS SETUP & SEO","-Setup Company's Account
-Verification processing
-Filling Company's info & Pics",1,200,0,36,0,,,,
"Soft Finance LTD",invoice,SFL/001.025,"Nov 26, 2025",,,,USD,236,0,236,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Labor Charge",,1,0,0,0,0,,,,
"Dot Tanzania",invoice,DT/005.024,"Jul 26, 2024",,,,TZS,8850000,0,8850000,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,Booklet,"Size: A5
Colored Cover : 250g
Pages : 80g",3000,2500,0,1350000,0,,,,
"BECYMA QUALITY CONSTRUCTION LTD.",invoice,BCC/001/024,"Jul 24, 2024",,,,TZS,354000,150000,204000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
MPESA: 0754-500-541",,"Safety Reflector Vest","Printing: DTF",30,10000,0,54000,0,,,,
"JUDICIARY OF TANZANIA",invoice,003.2026,"Mar 27, 2026",,,124-575-052,TZS,1320000,0,1320000,,"BANK DETAILS::
CRDB BANK: 10275640579
BUSINESS GRAPHICS",,"VYNIL STICKER","-Size: 120cm x200cm
-Material : Gloss Vynil
-Printing: High Quality(UV-PRINTING)
-Side: Double",10,25000,0,0,0,,,,
"JUDICIARY OF TANZANIA",invoice,003.2026,"Mar 27, 2026",,,124-575-052,TZS,1320000,0,1320000,,"BANK DETAILS::
CRDB BANK: 10275640579
BUSINESS GRAPHICS",,"LIGHBOX BANNER","-Size: 303cm x 103cm
-Material: Backlit Banner
-Priting: High Quality
-Sides: Double",7,30000,0,0,0,,,,
"JUDICIARY OF TANZANIA",invoice,003.2026,"Mar 27, 2026",,,124-575-052,TZS,1320000,0,1320000,,"BANK DETAILS::
CRDB BANK: 10275640579
BUSINESS GRAPHICS",,"SIGNAGE (kibao cha barabarani)","-Size: 120cm x 200cm
-Material:sticker & frame
-Priting: High Quality
-Sides: Double",1,320000,0,0,0,,,,
"JUDICIARY OF TANZANIA",invoice,003.2026,"Mar 27, 2026",,,124-575-052,TZS,1320000,0,1320000,,"BANK DETAILS::
CRDB BANK: 10275640579
BUSINESS GRAPHICS",,POSTA-CODE,"-Size: 40cm x 60cm
-Material:PRINT & CUTT STICKERS
-Priting: High Quality
-Sides: SINGLE",2,60000,0,0,0,,,,
"JUDICIARY OF TANZANIA",invoice,003.2026,"Mar 27, 2026",,,124-575-052,TZS,1320000,0,1320000,,"BANK DETAILS::
CRDB BANK: 10275640579
BUSINESS GRAPHICS",,LOGO,"-Size: 100cm x 100cm
-Materia: UV-STICKERS
-Priting: High Quality
-Sides: SINGLE",2,150000,0,0,0,,,,
"JUDICIARY OF TANZANIA",invoice,003.2026,"Mar 27, 2026",,,124-575-052,TZS,1320000,0,1320000,,"BANK DETAILS::
CRDB BANK: 10275640579
BUSINESS GRAPHICS",,"LABOUR CHARGE",,1,120000,0,0,0,,,,
"AMTEC CONSULTING LTD",invoice,ACL/12.01.025,"Dec 2, 2025",,,,TZS,240000,0,240000,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Job Card",,3,15000,0,0,0,,,,
"AMTEC CONSULTING LTD",invoice,ACL/12.01.025,"Dec 2, 2025",,,,TZS,240000,0,240000,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Delivery Note",,3,15000,0,0,0,,,,
"AMTEC CONSULTING LTD",invoice,ACL/12.01.025,"Dec 2, 2025",,,,TZS,240000,0,240000,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Monthly Check Up Sticker",,200,500,0,0,0,,,,
"AMTEC CONSULTING LTD",invoice,ACL/12.01.025,"Dec 2, 2025",,,,TZS,240000,0,240000,,"BANK DETAILS
BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"Service Sticker",,100,500,0,0,0,,,,
"STARKEY HEARING FOUNDATION",invoice,SHT/002.024,"Nov 29, 2024",,,,TZS,1380500,0,1380500,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"ROLUP BANNER","Material : PoP
Printing : Large format",5,230000,0,0,0,,,,
"STARKEY HEARING FOUNDATION",invoice,SHT/002.024,"Nov 29, 2024",,,,TZS,1380500,0,1380500,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"BACKDROP BANNER","Material: Vinyl
Printing : Large format
Size: 200cm X 170cm ~ 6sqm",1,230500,0,0,0,,,,
"Starkey Hearing Technologies",invoice,SHT/002.024,"Oct 21, 2024",,,,TZS,1080000,0,1080000,,"MPESA: +255 754 500 541 - BONIFACE BALELE",,"NAVY BLUE TSHIRTS","Design: Round neck
Material: 100% Cotton
Quality: High
Printing: Screen
Sides: Front & Back printing",45,24000,0,0,0,,,,
